Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,Aggr,Avg,S/RC,Player,Team
98,56,04/19/2015,1st,-,Rajasthan Royals,Narendra Modi Stadium,did not bat,-,-,0,1268,23.48,125.3,Ravindra Jadeja,CSK
99,75,04/22/2015,1st,5,Royal Challengers Bangalore,M Chinnaswamy Stadium,c V Kohli b Iqbal Abdulla,8,8,100,1276,23.2,125.1,Ravindra Jadeja,CSK
100,76,04/25/2015,1st,5,Punjab Kings,MA Chidambaram Stadium,not out,18*,11,163.64,1294,23.53,125.51,Ravindra Jadeja,CSK
101,77,04/28/2015,1st,7,Kolkata Knight Riders,MA Chidambaram Stadium,b G B Hogg,15,20,75,1309,23.38,124.55,Ravindra Jadeja,CSK
102,78,04/30/2015,1st,7,Kolkata Knight Riders,Eden Gardens,c P J Cummins b G B Hogg,24,30,80,1333,23.39,123.31,Ravindra Jadeja,CSK
103,79,02/05/2015,2nd,8,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,not out,14*,12,116.67,1347,23.63,123.24,Ravindra Jadeja,CSK
104,80,04/05/2015,1st,6,Royal Challengers Bangalore,MA Chidambaram Stadium,c V Kohli b Y S Chahal,3,4,75,1350,23.28,123.06,Ravindra Jadeja,CSK
105,56,08/05/2015,1st,-,Mumbai Indians,MA Chidambaram Stadium,did not bat,-,-,0,1350,23.28,123.06,Ravindra Jadeja,CSK
106,56,10/05/2015,1st,-,Rajasthan Royals,MA Chidambaram Stadium,did not bat,-,-,0,1350,23.28,123.06,Ravindra Jadeja,CSK
107,81,12/05/2015,1st,8,Delhi Capitals,Shaheed Veer Narayan Sing International Stadium,not out,3*,4,75,1353,23.33,122.89,Ravindra Jadeja,CSK
108,56,05/16/2015,2nd,-,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,did not bat,-,-,0,1353,23.33,122.89,Ravindra Jadeja,CSK
109,82,05/19/2015,2nd,7,Mumbai Indians,Wankhede Stadium,c J Suchith b M J McClenaghan,19,10,190,1372,23.25,123.49,Ravindra Jadeja,CSK
110,83,05/22/2015,2nd,8,Royal Challengers Bangalore,JSCA International Stadium Complex,not out,0*,0,0,1372,23.25,123.49,Ravindra Jadeja,CSK
111,84,05/24/2015,2nd,8,Mumbai Indians,Eden Gardens,not out,11*,8,137.5,1383,23.44,123.59,Ravindra Jadeja,CSK
112,85,11/04/2016,2nd,5,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,run out,8,12,66.67,1391,23.18,122.99,Ravindra Jadeja,CSK
113,86,04/14/2016,2nd,5,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,not out,4*,8,50,1395,23.25,122.48,Ravindra Jadeja,CSK
114,87,04/21/2016,1st,6,Sunrisers Hyderabad,Saurashtra Cricket Association Stadium,b Mustafizur Rahman,14,14,100,1409,23.1,122.2,Ravindra Jadeja,CSK
115,88,04/24/2016,2nd,5,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,c †K L Rahul b S R Watson,12,10,120,1421,22.92,122.18,Ravindra Jadeja,CSK
116,89,04/27/2016,1st,5,Delhi Capitals,Arun Jaitley Stadium,c †Q de Kock b J-P Duminy,4,7,57.14,1425,22.62,121.79,Ravindra Jadeja,CSK
117,90,04/29/2016,2nd,6,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,run out,0,1,0,1425,22.27,121.69,Ravindra Jadeja,CSK
118,91,01/05/2016,2nd,5,Punjab Kings,Saurashtra Cricket Association Stadium,c †W P Saha b A R Patel,11,11,100,1436,22.09,121.49,Ravindra Jadeja,CSK
119,92,03/05/2016,1st,6,Delhi Capitals,Saurashtra Cricket Association Stadium,not out,36*,26,138.46,1472,22.65,121.85,Ravindra Jadeja,CSK
120,93,06/05/2016,1st,7,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,c B Kumar b Mustafizur Rahman,18,13,138.46,1490,22.58,122.03,Ravindra Jadeja,CSK
121,94,08/05/2016,2nd,6,Kolkata Knight Riders,Eden Gardens,not out,9*,9,100,1499,22.71,121.87,Ravindra Jadeja,CSK
122,95,05/14/2016,2nd,3,Royal Challengers Bangalore,M Chinnaswamy Stadium,c & b C J Jordan,21,19,110.53,1520,22.69,121.7,Ravindra Jadeja,CSK
123,96,05/19/2016,2nd,6,Kolkata Knight Riders,Green Park,not out,11*,10,110,1531,22.85,121.6,Ravindra Jadeja,CSK
124,97,05/21/2016,2nd,6,Mumbai Indians,Green Park,not out,21*,15,140,1552,23.16,121.82,Ravindra Jadeja,CSK
125,98,05/24/2016,1st,6,Royal Challengers Bangalore,M Chinnaswamy Stadium,c C H Gayle b S R Watson,3,7,42.86,1555,22.87,121.39,Ravindra Jadeja,CSK
126,99,05/27/2016,1st,7,Sunrisers Hyderabad,Arun Jaitley Stadium,not out,19*,15,126.67,1574,23.15,121.45,Ravindra Jadeja,CSK
127,56,04/14/2017,2nd,-,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,did not bat,-,-,0,1574,23.15,121.45,Ravindra Jadeja,CSK
128,56,04/16/2017,1st,-,Mumbai Indians,Wankhede Stadium,did not bat,-,-,0,1574,23.15,121.45,Ravindra Jadeja,CSK
129,100,04/18/2017,2nd,6,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,run out,23,22,104.55,1597,23.14,121.17,Ravindra Jadeja,CSK
130,101,04/21/2017,2nd,7,Kolkata Knight Riders,Eden Gardens,not out,19*,13,146.15,1616,23.42,121.41,Ravindra Jadeja,CSK
131,102,04/23/2017,2nd,5,Punjab Kings,Saurashtra Cricket Association Stadium,c & b K C Cariappa,9,7,128.57,1625,23.21,121.45,Ravindra Jadeja,CSK
132,103,04/27/2017,2nd,5,Royal Challengers Bangalore,M Chinnaswamy Stadium,not out,2*,4,50,1627,23.24,121.24,Ravindra Jadeja,CSK
133,104,04/29/2017,1st,6,Mumbai Indians,Saurashtra Cricket Association Stadium,c & b K H Pandya,28,21,133.33,1655,23.31,121.42,Ravindra Jadeja,CSK
134,105,01/05/2017,1st,7,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,c J D Unadkat b D T Christian,19,12,158.33,1674,23.25,121.75,Ravindra Jadeja,CSK
135,106,04/05/2017,1st,7,Delhi Capitals,Arun Jaitley Stadium,not out,18*,7,257.14,1692,23.5,122.43,Ravindra Jadeja,CSK
136,107,07/05/2017,2nd,6,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,not out,7*,6,116.67,1699,23.6,122.41,Ravindra Jadeja,CSK
137,108,10/05/2017,1st,6,Delhi Capitals,Green Park,not out,13*,7,185.71,1712,23.78,122.72,Ravindra Jadeja,CSK
138,109,05/13/2017,1st,6,Sunrisers Hyderabad,Green Park,not out,20*,14,142.86,1732,24.06,122.92,Ravindra Jadeja,CSK
139,110,07/04/2018,2nd,6,Mumbai Indians,Wankhede Stadium,c S A Yadav b Mustafizur Rahman,12,13,92.31,1744,23.89,122.64,Ravindra Jadeja,CSK
140,111,10/04/2018,2nd,6,Kolkata Knight Riders,MA Chidambaram Stadium,not out,11*,7,157.14,1755,24.04,122.81,Ravindra Jadeja,CSK
141,112,04/15/2018,2nd,6,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,c R Ashwin b A J Tye,19,13,146.15,1774,23.97,123.02,Ravindra Jadeja,CSK
142,113,04/20/2018,1st,7,Rajasthan Royals,Maharashtra Cricket Association Stadium,not out,2*,1,200,1776,24.0,123.08,Ravindra Jadeja,CSK
143,56,04/22/2018,1st,-,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bat,-,-,0,1776,24.0,123.08,Ravindra Jadeja,CSK
144,114,04/25/2018,2nd,5,Royal Challengers Bangalore,M Chinnaswamy Stadium,b Y S Chahal,3,5,60,1779,23.72,122.86,Ravindra Jadeja,CSK
145,115,04/28/2018,1st,7,Mumbai Indians,Maharashtra Cricket Association Stadium,not out,0*,0,0,1779,23.72,122.86,Ravindra Jadeja,CSK
146,116,04/30/2018,1st,6,Delhi Capitals,Maharashtra Cricket Association Stadium,not out,0*,0,0,1779,23.72,122.86,Ravindra Jadeja,CSK
147,117,03/05/2018,1st,6,Kolkata Knight Riders,Eden Gardens,c †K D Karthik b P P Chawla,12,12,100,1791,23.57,122.67,Ravindra Jadeja,CSK
148,56,05/05/2018,2nd,-,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,did not bat,-,-,0,1791,23.57,122.67,Ravindra Jadeja,CSK
149,56,11/05/2018,1st,-,Rajasthan Royals,Sawai Mansingh Stadium,did not bat,-,-,0,1791,23.57,122.67,Ravindra Jadeja,CSK
150,56,05/13/2018,2nd,-,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,did not bat,-,-,0,1791,23.57,122.67,Ravindra Jadeja,CSK
151,118,05/18/2018,2nd,6,Delhi Capitals,Arun Jaitley Stadium,not out,27*,18,150,1818,23.92,123,Ravindra Jadeja,CSK
152,56,05/20/2018,2nd,-,Punjab Kings,Maharashtra Cricket Association Stadium,did not bat,-,-,0,1818,23.92,123,Ravindra Jadeja,CSK
153,119,05/22/2018,2nd,7,Sunrisers Hyderabad,Wankhede Stadium,c & b Sandeep Sharma,3,5,60,1821,23.65,122.79,Ravindra Jadeja,CSK
154,56,05/27/2018,2nd,-,Sunrisers Hyderabad,Wankhede Stadium,did not bat,-,-,0,1821,23.65,122.79,Ravindra Jadeja,CSK
155,120,03/23/2019,2nd,5,Royal Challengers Bangalore,MA Chidambaram Stadium,not out,6*,15,40,1827,23.73,121.96,Ravindra Jadeja,CSK
156,56,03/26/2019,2nd,-,Delhi Capitals,Arun Jaitley Stadium,did not bat,-,-,0,1827,23.73,121.96,Ravindra Jadeja,CSK
157,121,03/31/2019,1st,7,Rajasthan Royals,MA Chidambaram Stadium,not out,8*,3,266.67,1835,23.83,122.25,Ravindra Jadeja,CSK
158,122,03/04/2019,2nd,6,Mumbai Indians,Wankhede Stadium,c †Q de Kock b H H Pandya,1,2,50,1836,23.54,122.16,Ravindra Jadeja,CSK
159,56,06/04/2019,1st,-,Punjab Kings,MA Chidambaram Stadium,did not bat,-,-,0,1836,23.54,122.16,Ravindra Jadeja,CSK
160,56,09/04/2019,2nd,-,Kolkata Knight Riders,MA Chidambaram Stadium,did not bat,-,-,0,1836,23.54,122.16,Ravindra Jadeja,CSK
161,123,11/04/2019,2nd,7,Rajasthan Royals,Sawai Mansingh Stadium,not out,9*,4,225,1845,23.65,122.43,Ravindra Jadeja,CSK
162,124,04/14/2019,2nd,7,Kolkata Knight Riders,Eden Gardens,not out,31*,17,182.35,1876,24.05,123.1,Ravindra Jadeja,CSK
163,125,04/17/2019,1st,7,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,not out,10*,20,50,1886,24.18,122.15,Ravindra Jadeja,CSK
164,126,04/21/2019,2nd,7,Royal Challengers Bangalore,M Chinnaswamy Stadium,run out,11,12,91.67,1897,24.01,121.92,Ravindra Jadeja,CSK
165,56,04/23/2019,2nd,-,Sunrisers Hyderabad,MA Chidambaram Stadium,did not bat,-,-,0,1897,24.01,121.92,Ravindra Jadeja,CSK
166,127,01/05/2019,1st,5,Delhi Capitals,MA Chidambaram Stadium,c & b C H Morris,25,10,250,1922,24.03,122.73,Ravindra Jadeja,CSK
167,56,05/05/2019,1st,-,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,did not bat,-,-,0,1922,24.03,122.73,Ravindra Jadeja,CSK
168,56,07/05/2019,1st,-,Mumbai Indians,MA Chidambaram Stadium,did not bat,-,-,0,1922,24.03,122.73,Ravindra Jadeja,CSK
169,56,10/05/2019,2nd,-,Delhi Capitals,Dr YS Rajasekhara Reddy Cricket Stadium,did not bat,-,-,0,1922,24.03,122.73,Ravindra Jadeja,CSK
170,128,12/05/2019,2nd,7,Mumbai Indians,Rajiv Gandhi International Stadium,not out,5*,5,100,1927,24.09,122.66,Ravindra Jadeja,CSK
171,129,09/19/2020,2nd,5,Mumbai Indians,Sheikh Zayed Stadium,lbw b K H Pandya,10,5,200,1937,23.91,122.91,Ravindra Jadeja,CSK
172,130,09/22/2020,2nd,8,Rajasthan Royals,Sharjah Cricket Stadium,not out,1*,2,50,1938,23.93,122.81,Ravindra Jadeja,CSK
173,131,09/25/2020,2nd,7,Delhi Capitals,Dubai International Cricket Stadium,c A Mishra b K Rabada,12,9,133.33,1950,23.78,122.87,Ravindra Jadeja,CSK
174,132,02/10/2020,2nd,6,Sunrisers Hyderabad,Dubai International Cricket Stadium,c Abdul Samad b T Natarajan,50,35,142.86,2000,24.1,123.3,Ravindra Jadeja,CSK
175,56,04/10/2020,2nd,-,Punjab Kings,Dubai International Cricket Stadium,did not bat,-,-,0,2000,24.1,123.3,Ravindra Jadeja,CSK
176,133,07/10/2020,2nd,7,Kolkata Knight Riders,Sheikh Zayed Stadium,not out,21*,8,262.5,2021,24.35,123.99,Ravindra Jadeja,CSK
177,134,10/10/2020,2nd,7,Royal Challengers Bangalore,Dubai International Cricket Stadium,c Gurkeerat Singh b C H Morris,7,6,116.67,2028,24.14,123.96,Ravindra Jadeja,CSK
178,135,10/13/2020,1st,6,Sunrisers Hyderabad,Dubai International Cricket Stadium,not out,25*,10,250,2053,24.44,124.73,Ravindra Jadeja,CSK
179,136,10/17/2020,1st,6,Delhi Capitals,Sharjah Cricket Stadium,not out,33*,13,253.85,2086,24.83,125.74,Ravindra Jadeja,CSK
180,137,10/19/2020,1st,6,Rajasthan Royals,Sheikh Zayed Stadium,not out,35*,30,116.67,2121,25.25,125.58,Ravindra Jadeja,CSK
181,138,10/23/2020,1st,6,Mumbai Indians,Sharjah Cricket Stadium,c K H Pandya b T A Boult,7,6,116.67,2128,25.04,125.55,Ravindra Jadeja,CSK
182,56,10/25/2020,2nd,-,Royal Challengers Bangalore,Dubai International Cricket Stadium,did not bat,-,-,0,2128,25.04,125.55,Ravindra Jadeja,CSK
183,139,10/29/2020,2nd,6,Kolkata Knight Riders,Dubai International Cricket Stadium,not out,31*,11,281.82,2159,25.4,126.55,Ravindra Jadeja,CSK
184,56,01/11/2020,2nd,-,Punjab Kings,Sheikh Zayed Stadium,did not bat,-,-,0,2159,25.4,126.55,Ravindra Jadeja,CSK
185,140,10/04/2021,1st,6,Delhi Capitals,Wankhede Stadium,not out,26*,17,152.94,2185,25.71,126.81,Ravindra Jadeja,CSK
186,56,04/16/2021,2nd,-,Punjab Kings,Wankhede Stadium,did not bat,-,-,0,2185,25.71,126.81,Ravindra Jadeja,CSK
187,141,04/19/2021,1st,6,Rajasthan Royals,Wankhede Stadium,c †S V Samson b C H Morris,8,7,114.29,2193,25.5,126.76,Ravindra Jadeja,CSK
188,142,04/21/2021,1st,5,Kolkata Knight Riders,Wankhede Stadium,not out,6*,1,600,2199,25.57,127.04,Ravindra Jadeja,CSK
189,143,04/25/2021,1st,5,Royal Challengers Bangalore,Wankhede Stadium,not out,62*,28,221.43,2261,26.29,128.54,Ravindra Jadeja,CSK
190,144,04/28/2021,2nd,4,Sunrisers Hyderabad,Arun Jaitley Stadium,not out,7*,6,116.67,2268,26.37,128.5,Ravindra Jadeja,CSK
191,145,01/05/2021,1st,6,Mumbai Indians,Arun Jaitley Stadium,not out,22*,22,100,2290,26.63,128.15,Ravindra Jadeja,CSK
192,146,09/19/2021,1st,7,Mumbai Indians,Dubai International Cricket Stadium,c K A Pollard b J J Bumrah,26,33,78.79,2316,26.62,127.25,Ravindra Jadeja,CSK
193,56,09/24/2021,2nd,-,Royal Challengers Bangalore,Sharjah Cricket Stadium,did not bat,-,-,0,2316,26.62,127.25,Ravindra Jadeja,CSK
194,147,09/26/2021,2nd,7,Kolkata Knight Riders,Sheikh Zayed Stadium,lbw b S P Narine,22,8,275,2338,26.57,127.9,Ravindra Jadeja,CSK
195,56,09/30/2021,2nd,-,Sunrisers Hyderabad,Sharjah Cricket Stadium,did not bat,-,-,0,2338,26.57,127.9,Ravindra Jadeja,CSK
196,148,02/10/2021,1st,6,Rajasthan Royals,Sheikh Zayed Stadium,not out,32*,15,213.33,2370,26.93,128.59,Ravindra Jadeja,CSK
197,149,04/10/2021,1st,7,Delhi Capitals,Dubai International Cricket Stadium,not out,1*,2,50,2371,26.94,128.51,Ravindra Jadeja,CSK
198,150,07/10/2021,1st,7,Punjab Kings,Dubai International Cricket Stadium,not out,15*,17,88.24,2386,27.11,128.14,Ravindra Jadeja,CSK
199,151,10/10/2021,2nd,8,Delhi Capitals,Dubai International Cricket Stadium,not out,0*,0,0,2386,27.11,128.14,Ravindra Jadeja,CSK
200,56,10/15/2021,1st,-,Kolkata Knight Riders,Dubai International Cricket Stadium,did not bat,-,-,0,2386,27.11,128.14,Ravindra Jadeja,CSK
201 (c),152,03/26/2022,1st,5,Kolkata Knight Riders,Wankhede Stadium,not out,26*,28,92.86,2412,27.41,127.62,Ravindra Jadeja,CSK
202 (c),153,03/31/2022,1st,6,Lucknow Super Giants,Brabourne Stadium,c M K Pandey b A J Tye,17,9,188.89,2429,27.29,127.91,Ravindra Jadeja,CSK
203 (c),154,03/04/2022,2nd,5,Punjab Kings,Brabourne Stadium,b Arshdeep Singh,0,3,0,2429,26.99,127.71,Ravindra Jadeja,CSK
204 (c),155,09/04/2022,1st,6,Sunrisers Hyderabad,Dr DY Patil Sports Academy,c K S Williamson b B Kumar,23,15,153.33,2452,26.95,127.91,Ravindra Jadeja,CSK
205 (c),156,12/04/2022,1st,5,Royal Challengers Bangalore,Dr DY Patil Sports Academy,c Anuj Rawat b P W H de Silva,0,1,0,2452,26.65,127.84,Ravindra Jadeja,CSK
206 (c),157,04/17/2022,1st,6,Gujarat Titans,Maharashtra Cricket Association Stadium,not out,22*,12,183.33,2474,26.89,128.19,Ravindra Jadeja,CSK
207 (c),158,04/21/2022,2nd,6,Mumbai Indians,Dr DY Patil Sports Academy,c Tilak Varma b R P Meredith,3,8,37.5,2477,26.63,127.81,Ravindra Jadeja,CSK
208 (c),159,04/25/2022,2nd,6,Punjab Kings,Wankhede Stadium,not out,21*,16,131.25,2498,26.86,127.84,Ravindra Jadeja,CSK
209,160,01/05/2022,1st,4,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,not out,1*,1,100,2499,26.87,127.83,Ravindra Jadeja,CSK
210,161,04/05/2022,2nd,6,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,c V Kohli b H V Patel,3,5,60,2502,26.62,127.65,Ravindra Jadeja,CSK
211,162,03/31/2023,1st,7,Gujarat Titans,Narendra Modi Stadium,c V Shankar b A S Joseph,1,2,50,2503,26.35,127.57,Ravindra Jadeja,CSK
212,163,03/04/2023,1st,7,Lucknow Super Giants,MA Chidambaram Stadium,c Ravi Bishnoi b M A Wood,3,6,50,2506,26.1,127.34,Ravindra Jadeja,CSK
213,56,08/04/2023,2nd,-,Mumbai Indians,Wankhede Stadium,did not bat,-,-,0,2506,26.1,127.34,Ravindra Jadeja,CSK
214,164,12/04/2023,2nd,7,Rajasthan Royals,MA Chidambaram Stadium,not out,25*,15,166.67,2531,26.36,127.63,Ravindra Jadeja,CSK
215,165,04/17/2023,1st,7,Royal Challengers Bangalore,M Chinnaswamy Stadium,c sub b G J Maxwell,10,8,125,2541,26.2,127.62,Ravindra Jadeja,CSK
216,56,04/21/2023,2nd,-,Sunrisers Hyderabad,MA Chidambaram Stadium,did not bat,-,-,0,2541,26.2,127.62,Ravindra Jadeja,CSK
217,166,04/23/2023,1st,5,Kolkata Knight Riders,Eden Gardens,c R K Singh b K Khejroliya,18,8,225,2559,26.11,128.01,Ravindra Jadeja,CSK
218,167,04/27/2023,2nd,7,Rajasthan Royals,Sawai Mansingh Stadium,not out,23*,15,153.33,2582,26.35,128.2,Ravindra Jadeja,CSK
219,168,04/30/2023,1st,5,Punjab Kings,MA Chidambaram Stadium,c L S Livingstone b S M Curran,12,10,120,2594,26.2,128.16,Ravindra Jadeja,CSK
220,56,03/05/2023,2nd,-,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bat,-,-,0,2594,26.2,128.16,Ravindra Jadeja,CSK
221,56,06/05/2023,2nd,-,Mumbai Indians,MA Chidambaram Stadium,did not bat,-,-,0,2594,26.2,128.16,Ravindra Jadeja,CSK
222,169,10/05/2023,1st,7,Delhi Capitals,MA Chidambaram Stadium,c A R Patel b M R Marsh,21,16,131.25,2615,26.15,128.19,Ravindra Jadeja,CSK
223,170,05/14/2023,1st,7,Kolkata Knight Riders,MA Chidambaram Stadium,c C V Varun b V G Arora,20,24,83.33,2635,26.09,127.66,Ravindra Jadeja,CSK
224,171,05/20/2023,1st,5,Delhi Capitals,Arun Jaitley Stadium,not out,20*,7,285.71,2655,26.29,128.2,Ravindra Jadeja,CSK
225,172,05/23/2023,1st,6,Gujarat Titans,MA Chidambaram Stadium,b Mohammed Shami,22,16,137.5,2677,26.25,128.27,Ravindra Jadeja,CSK
226,173,05/29/2023,2nd,7,Gujarat Titans,Narendra Modi Stadium,not out,15*,6,250,2692,26.39,128.62,Ravindra Jadeja,CSK
1,56,03/31/2019,1st,-,Rajasthan Royals,MA Chidambaram Stadium,did not bat,-,-,0,0,30.005,-,Mitchell Santner,CSK
2,1,11/04/2019,2nd,8,Rajasthan Royals,Sawai Mansingh Stadium,not out,10*,3,333.33,10,30.005,333.33,Mitchell Santner,CSK
3,56,04/14/2019,2nd,-,Kolkata Knight Riders,Eden Gardens,did not bat,-,-,0,10,30.005,333.33,Mitchell Santner,CSK
4,2,04/26/2019,2nd,8,Mumbai Indians,MA Chidambaram Stadium,c K A Pollard b S L Malinga,22,20,110,32,32.0,139.13,Mitchell Santner,CSK
5,56,10/25/2020,2nd,-,Royal Challengers Bangalore,Dubai International Cricket Stadium,did not bat,-,-,0,32,32.0,139.13,Mitchell Santner,CSK
6,56,10/29/2020,2nd,-,Kolkata Knight Riders,Dubai International Cricket Stadium,did not bat,-,-,0,32,32.0,139.13,Mitchell Santner,CSK
7,56,03/26/2022,1st,-,Kolkata Knight Riders,Wankhede Stadium,did not bat,-,-,0,32,32.0,139.13,Mitchell Santner,CSK
8,3,04/21/2022,2nd,3,Mumbai Indians,Dr DY Patil Sports Academy,c J D Unadkat b D R Sams,11,9,122.22,43,21.5,134.38,Mitchell Santner,CSK
9,4,04/25/2022,2nd,3,Punjab Kings,Wankhede Stadium,b Arshdeep Singh,9,15,60,52,17.33,110.64,Mitchell Santner,CSK
10,56,01/05/2022,1st,-,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,did not bat,-,-,0,52,17.33,110.64,Mitchell Santner,CSK
11,5,05/15/2022,1st,7,Gujarat Titans,Wankhede Stadium,not out,1*,1,100,53,17.67,110.42,Mitchell Santner,CSK
12,6,05/20/2022,1st,7,Rajasthan Royals,Brabourne Stadium,not out,1*,2,50,54,18.0,108,Mitchell Santner,CSK
13,7,03/31/2023,1st,9,Gujarat Titans,Narendra Modi Stadium,not out,1*,3,33.33,55,18.33,103.77,Mitchell Santner,CSK
14,8,03/04/2023,1st,9,Lucknow Super Giants,MA Chidambaram Stadium,not out,1*,1,100,56,18.67,103.7,Mitchell Santner,CSK
15,56,08/04/2023,2nd,-,Mumbai Indians,Wankhede Stadium,did not bat,-,-,0,56,18.67,103.7,Mitchell Santner,CSK
1,1,07/05/2018,2nd,5,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,c †W P Saha b S Kaul,10,7,142.86,10,10.0,142.86,Moeen Ali,CSK
2,2,12/05/2018,2nd,2,Delhi Capitals,Arun Jaitley Stadium,c P P Shaw b T A Boult,1,3,33.33,11,5.5,110,Moeen Ali,CSK
3,56,05/14/2018,2nd,-,Punjab Kings,Holkar Cricket Stadium,did not bat,-,-,0,11,5.5,110,Moeen Ali,CSK
4,3,05/17/2018,1st,4,Sunrisers Hyderabad,M Chinnaswamy Stadium,c †S P Goswami b Rashid Khan,65,34,191.18,76,25.33,172.73,Moeen Ali,CSK
5,4,05/19/2018,2nd,4,Rajasthan Royals,Sawai Mansingh Stadium,c & b S Gopal,1,2,50,77,19.25,167.39,Moeen Ali,CSK
6,5,03/23/2019,1st,3,Chennai Super Kings,MA Chidambaram Stadium,c & b Harbhajan Singh,9,8,112.5,86,17.2,159.26,Moeen Ali,CSK
7,6,03/28/2019,2nd,2,Mumbai Indians,M Chinnaswamy Stadium,run out,13,7,185.71,99,16.5,162.3,Moeen Ali,CSK
8,7,03/31/2019,2nd,5,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,run out,2,8,25,101,14.43,146.38,Moeen Ali,CSK
9,8,02/04/2019,1st,6,Rajasthan Royals,Sawai Mansingh Stadium,not out,18*,9,200,119,17.0,152.56,Moeen Ali,CSK
10,9,05/04/2019,1st,5,Kolkata Knight Riders,M Chinnaswamy Stadium,not out,0*,2,0,119,17.0,148.75,Moeen Ali,CSK
11,10,07/04/2019,1st,5,Delhi Capitals,M Chinnaswamy Stadium,st R R Pant b S Lamichhane,32,18,177.78,151,18.88,154.08,Moeen Ali,CSK
12,56,04/13/2019,2nd,-,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,did not bat,-,-,0,151,18.88,154.08,Moeen Ali,CSK
13,11,04/15/2019,1st,4,Mumbai Indians,Wankhede Stadium,c H H Pandya b S L Malinga,50,32,156.25,201,22.33,154.62,Moeen Ali,CSK
14,12,04/19/2019,1st,4,Kolkata Knight Riders,Eden Gardens,c M Prasidh Krishna b Kuldeep Yadav,66,28,235.71,267,26.7,168.99,Moeen Ali,CSK
15,13,04/21/2019,1st,6,Chennai Super Kings,M Chinnaswamy Stadium,c S N Thakur b D J J Bravo,26,16,162.5,293,26.64,168.39,Moeen Ali,CSK
16,14,04/24/2019,1st,4,Punjab Kings,M Chinnaswamy Stadium,b R Ashwin,4,5,80,297,24.75,165.92,Moeen Ali,CSK
17,15,05/10/2020,2nd,5,Delhi Capitals,Dubai International Cricket Stadium,c S O Hetmeyer b A R Patel,11,13,84.62,308,23.69,160.42,Moeen Ali,CSK
18,16,10/25/2020,1st,5,Chennai Super Kings,Dubai International Cricket Stadium,c M J Santner b S M Curran,1,2,50,309,22.07,159.28,Moeen Ali,CSK
19,17,06/11/2020,1st,5,Sunrisers Hyderabad,Sheikh Zayed Stadium,run out,0,1,0,309,20.6,158.46,Moeen Ali,CSK
20,18,10/04/2021,1st,3,Delhi Capitals,Wankhede Stadium,c S Dhawan b R Ashwin,36,24,150,345,21.56,157.53,Moeen Ali,CSK
21,19,04/16/2021,2nd,3,Punjab Kings,Wankhede Stadium,c Shahrukh Khan b M Ashwin,46,31,148.39,391,23.0,156.4,Moeen Ali,CSK
22,20,04/19/2021,1st,3,Rajasthan Royals,Wankhede Stadium,c R Parag b R Tewatia,26,20,130,417,23.17,154.44,Moeen Ali,CSK
23,21,04/21/2021,1st,3,Kolkata Knight Riders,Wankhede Stadium,st K D Karthik b S P Narine,25,12,208.33,442,23.26,156.74,Moeen Ali,CSK
24,22,04/28/2021,2nd,3,Sunrisers Hyderabad,Arun Jaitley Stadium,c K M Jadhav b Rashid Khan,15,8,187.5,457,22.85,157.59,Moeen Ali,CSK
25,23,01/05/2021,1st,3,Mumbai Indians,Arun Jaitley Stadium,c †Q de Kock b J J Bumrah,58,36,161.11,515,24.52,157.98,Moeen Ali,CSK
26,24,09/19/2021,1st,3,Mumbai Indians,Dubai International Cricket Stadium,c S S Tiwary b A F Milne,0,3,0,515,23.41,156.53,Moeen Ali,CSK
27,25,09/24/2021,2nd,3,Royal Challengers Bangalore,Sharjah Cricket Stadium,c V Kohli b H V Patel,23,18,127.78,538,23.39,155.04,Moeen Ali,CSK
28,26,09/26/2021,2nd,3,Kolkata Knight Riders,Sheikh Zayed Stadium,c V R Iyer b L H Ferguson,32,28,114.29,570,23.75,152,Moeen Ali,CSK
